Year,State_Abbreviation,State,Population,Violent_Crime,Homicide,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary
2010,MA,Massachusetts,6555466,30737,214,1784,6897,21842,154496,37903
2010,MD,Maryland,5785681,31607,426,1228,11054,18899,173309,36704
2010,ME,Maine,1327379,1621,24,389,412,796,32900,7364
2010,MI,Michigan,9877143,48693,580,4733,11522,31858,271501,74345
2010,MN,Minnesota,5310658,12515,96,1798,3388,7233,136431,24415
2010,MO,Missouri,5995715,27440,420,1445,6185,19390,200858,44197
2010,MS,Mississippi,2970072,7999,204,931,2777,4087,88596,30453
2010,MT,Montana,990958,2733,25,332,154,2222,25409,3692
2010,NC,North Carolina,9560234,34679,474,2002,9620,22583,329202,102826
2010,ND,North Dakota,674629,1548,10,245,90,1203,12010,2000
2010,NE,Nebraska,1830141,5093,54,674,1020,3345,48827,8318
2010,NH,New Hampshire,1316807,2204,13,411,450,1330,29230,5444
2010,NJ,New Jersey,8799593,27055,371,981,11818,13885,183042,38732
2010,NM,New Mexico,2065913,12147,140,959,1616,9432,70776,21023
2010,NV,Nevada,2704283,17929,158,965,5298,11508,75004,22286
2010,NY,New York,19395206,76492,868,2797,28630,44197,379710,65839
2010,OH,Ohio,11537968,36306,479,3730,16486,15611,376836,107125
2010,OK,Oklahoma,3760184,18100,195,1469,3345,13091,129464,37848
2010,OR,Oregon,3838332,9648,96,1239,2421,5892,116657,20035
2010,PA,Pennsylvania,12717722,46612,653,3472,16375,26112,276366,55206
2010,RI,Rhode Island,1052528,2709,29,298,782,1600,26959,6124
2010,SC,South Carolina,4637106,27923,265,1551,5017,21090,181098,46261
2010,SD,South Dakota,816598,2196,23,385,154,1634,15188,3192
2010,TN,Tennessee,6357436,38909,359,2173,8361,28016,232855,64293
2010,TX,Texas,25253466,113231,1249,7622,32843,71517,951246,228597
2010,UT,Utah,2775479,5925,53,983,1269,3620,88316,15095
2010,VA,Virginia,8023953,17184,376,1580,5678,9550,187403,30804
2010,VT,Vermont,625909,820,7,141,76,596,14160,3348
2010,WA,Washington,6742950,21138,154,2579,5929,12476,249426,55192
2010,WI,Wisconsin,5691659,14167,155,1191,4516,8305,142781,26636
2010,WV,West Virginia,1854368,5586,58,362,776,4390,41301,10778
2010,WY,Wyoming,564554,1117,8,162,77,870,13869,2151
2011,AK,Alaska,723860,4416,30,436,576,3374,19094,2852
2011,AL,Alabama,4803689,20166,299,1370,4906,13591,173192,51119
2011,AR,Arkansas,2938582,14173,160,1230,2357,10426,110430,34016
2011,AZ,Arizona,6467315,26789,397,2499,7145,16748,229896,54695
2011,CA,California,37683933,154943,1792,7665,54291,91195,973822,230075
2011,CO,Colorado,5116302,16085,155,2285,3299,10346,132781,25725
2011,CT,Connecticut,3586717,9889,129,689,3689,5382,77205,15468
2011,DC,District of Columbia,619020,7433,108,173,4094,3058,29654,3850
2011,DE,Delaware,908137,5144,48,307,1558,3231,31163,7617
2011,FL,Florida,19082262,98198,984,5273,25622,66319,671200,170171
2011,GA,Georgia,9812460,36762,549,2066,12266,21881,357235,96014
2011,HI,Hawaii,1378129,3465,20,353,994,2098,43874,8165
2011,IA,Iowa,3064097,7883,44,866,824,6149,72043,17573
2011,ID,Idaho,1583744,3202,35,444,188,2535,32875,6915
2011,IL,Illinois,12859752,54523,781,3030,20217,30495,344468,77719
2011,IN,Indiana,6516353,21619,306,1758,6977,12578,206016,50571
2011,KS,Kansas,2870386,10209,111,1122,1448,7528,88655,18712
2011,KY,Kentucky,4366814,10465,151,1499,3705,5110,119037,32750
2011,LA,Louisiana,4574766,25373,506,1262,5235,18370,168529,46242
2011,MA,Massachusetts,6607003,28232,184,1654,6768,19626,148829,36403
2011,MD,Maryland,5839572,28817,399,1200,10342,16876,166846,35823
2011,ME,Maine,1328544,1638,26,394,370,848,33829,7865
2011,MI,Michigan,9876801,43731,617,4344,10263,28507,251329,69755
2011,MN,Minnesota,5347299,12323,75,2113,3385,6750,136183,25681
2011,MO,Missouri,6008984,26888,366,1469,6275,18778,199085,44875
2011,MS,Mississippi,2977457,8009,232,863,2496,4418,89809,30722
2011,MT,Montana,997667,2755,29,366,171,2189,23885,3347
2011,NC,North Carolina,9651103,33421,498,1959,9448,21516,337806,105534
2011,ND,North Dakota,684740,1699,24,266,91,1318,13334,2458
2011,NE,Nebraska,1842234,4672,68,699,993,2912,50894,8725
2011,NH,New Hampshire,1317807,2864,16,581,509,1758,32756,6244
2011,NJ,New Jersey,8834773,27203,380,1006,12209,13608,189719,43238
2011,NM,New Mexico,2078674,11904,158,856,1720,9170,73549,21419
2011,NV,Nevada,2720028,15452,139,913,4308,10092,70075,20342
2011,NY,New York,19501616,77463,769,2751,28405,45538,371837,65227
2011,OH,Ohio,11541007,35218,500,3679,15991,15048,380572,112901
2011,OK,Oklahoma,3784163,17311,212,1410,3288,12401,127618,36462
2011,OR,Oregon,3868229,9643,84,1239,2237,6083,121869,20704
2011,PA,Pennsylvania,12743948,46189,639,3339,16165,26046,283442,57966
2011,RI,Rhode Island,1050646,2586,20,319,744,1503,27976,6836
2011,SC,South Carolina,4673348,27894,320,1678,4631,21265,183243,47351
2011,SD,South Dakota,823593,2105,20,503,167,1415,15299,2927
2011,TN,Tennessee,6399787,38895,380,2095,8082,28338,230900,62830
2011,TX,Texas,25631778,104734,1130,7486,28620,67498,892810,215755
2011,UT,Utah,2814347,5547,50,901,1079,3517,84084,13170
2011,VA,Virginia,8104384,16014,304,1591,5425,8694,182902,30656
2011,VT,Vermont,626592,925,11,146,99,669,15086,3838
2011,WA,Washington,6823267,20152,163,2320,5627,12042,244209,56561
2011,WI,Wisconsin,5709843,14268,138,1190,4600,8340,139912,27167
2011,WV,West Virginia,1854908,5497,87,372,802,4236,39009,10245
2011,WY,Wyoming,567356,1245,18,146,71,1010,12878,1864
2012,AK,Alaska,730307,4412,30,583,630,3169,20037,2950
2012,AL,Alabama,4817528,21693,342,1296,5020,15035,168878,47481
2012,AR,Arkansas,2949828,13851,174,1233,2310,10134,109389,32673
2012,AZ,Arizona,6551149,28077,358,2282,7383,18054,231701,52911
2012,CA,California,37999878,160944,1884,7837,56521,94702,1049465,245767
2012,CO,Colorado,5189458,15951,152,2122,3392,10285,139355,26163
2012,CT,Connecticut,3591765,10183,117,933,3709,5424,77169,14787
2012,DC,District of Columbia,633427,7866,88,236,4037,3505,30757,3519
2012,DE,Delaware,917053,5048,56,249,1498,3245,30707,7389
2012,FL,Florida,19320749,94087,1009,5260,23889,63929,632988,153563
2012,GA,Georgia,9915646,37675,583,2143,12502,22447,339473,86992
2012,HI,Hawaii,1390090,3378,21,279,1125,1953,43419,7653
2012,IA,Iowa,3075039,8167,49,901,962,6255,70357,17201
2012,ID,Idaho,1595590,3348,30,495,243,2580,31825,7240
2012,IL,Illinois,12868192,53556,770,3581,19480,29725,332706,71100
2012,IN,Indiana,6537782,22544,307,1661,6601,13975,197994,47689
2012,KS,Kansas,2885398,10292,85,1105,1493,7609,91066,18874
2012,KY,Kentucky,4379730,9852,201,1312,3547,4792,112800,29877
2012,LA,Louisiana,4602134,22839,489,1155,5458,15737,162673,42037
2012,MA,Massachusetts,6645303,27047,121,1650,6555,18721,143325,34635
2012,MD,Maryland,5884868,28086,373,1237,10173,16303,162309,33803
2012,ME,Maine,1328501,1626,26,372,420,808,33398,7476
2012,MI,Michigan,9882519,44962,701,4635,10423,29203,249249,65560
2012,MN,Minnesota,5379646,12419,99,1638,3475,7207,138152,25378
2012,MO,Missouri,6024522,27189,390,1527,5782,19490,199813,42510
2012,MS,Mississippi,2986450,7769,213,819,2277,4460,83933,28084
2012,MT,Montana,1005494,2803,29,392,202,2180,26102,3920
2012,NC,North Carolina,9748364,34464,479,1984,9392,22609,328594,99323
2012,ND,North Dakota,701345,1723,25,279,127,1292,14297,2429
2012,NE,Nebraska,1855350,4802,52,710,1128,2912,51203,8745
2012,NH,New Hampshire,1321617,2841,15,486,471,1869,32074,5988
2012,NJ,New Jersey,8867749,25727,388,1035,11385,12919,181481,42338
2012,NM,New Mexico,2083540,11660,116,957,1847,8740,75094,21384
2012,NV,Nevada,2754354,16763,124,931,4918,10790,77510,22120
2012,NY,New York,19576125,79535,683,2837,28633,47382,375268,64389
2012,OH,Ohio,11553031,34827,478,3813,15396,15140,370435,105312
2012,OK,Oklahoma,3815780,18102,220,1622,3248,13012,130969,36094
2012,OR,Oregon,3899801,9638,91,1159,2419,5969,126417,22051
2012,PA,Pennsylvania,12764475,45384,707,3371,15735,25571,276562,57040
2012,RI,Rhode Island,1050304,2657,26,292,715,1614,27039,5929
2012,SC,South Carolina,4723417,26474,332,1712,4511,19919,181049,45222
2012,SD,South Dakota,834047,2701,23,600,157,1921,17326,3280
2012,TN,Tennessee,6454914,41213,400,2047,8151,30615,217925,56231
2012,TX,Texas,26060796,106475,1148,7715,30385,67227,876459,205002
2012,UT,Utah,2854871,5939,52,975,1105,3807,86284,13095
2012,VA,Virginia,8186628,15676,322,1505,4718,9131,178434,29651
2012,VT,Vermont,625953,891,8,131,114,638,15653,4179
2012,WA,Washington,6895318,20553,217,2250,5801,12285,254377,61376
2012,WI,Wisconsin,5724554,16254,169,1228,4692,10165,140780,27931
2012,WV,West Virginia,1856680,5943,70,415,835,4623,44500,11466
2012,WY,Wyoming,576626,1161,14,154,61,932,13222,2125
2013,AK,Alaska,737259,4709,34,925,623,3127,21211,2917
2013,AL,Alabama,4833996,20834,346,2055,4645,13788,161835,42410
2013,AR,Arkansas,2958765,13705,158,1490,2261,9796,106477,30369
2013,AZ,Arizona,6634997,27576,355,3174,6656,17391,223294,48292
2013,CA,California,38431393,154739,1746,10324,53640,89029,1018907,232058
2013,CO,Colorado,5272086,16099,174,2963,3136,9826,139974,25075
2013,CT,Connecticut,3599341,9439,91,891,3551,4906,71274,12934
2013,DC,District of Columbia,649111,8415,103,395,4082,3835,31097,3316
2013,DE,Delaware,925240,4633,41,399,1233,2960,29001,6299
2013,FL,Florida,19600311,91993,972,6767,23200,61054,607170,138915
2013,GA,Georgia,9994759,37519,563,2891,12704,21361,339808,83459
2013,HI,Hawaii,1408987,3585,32,508,934,2111,45266,7777
2013,IA,Iowa,3092341,8443,41,1133,937,6332,67976,15918
2013,ID,Idaho,1612843,3471,29,674,220,2548,30230,6693
2013,IL,Illinois,12890552,51956,722,5340,17733,28161,296048,59093
2013,IN,Indiana,6570713,23627,357,2241,7114,13915,187472,42754
2013,KS,Kansas,2895801,9928,117,1295,1339,7177,85704,17476
2013,KY,Kentucky,4399583,9280,172,1646,3247,4215,104448,26331
2013,LA,Louisiana,4629284,24127,494,1763,5539,16331,165679,41214
2013,MA,Massachusetts,6708874,27264,138,2303,6705,18118,137274,30716
2013,MD,Maryland,5938737,28235,384,1679,10048,16124,157918,31950
2013,ME,Maine,1328702,1761,24,495,335,907,30454,6480
2013,MI,Michigan,9898193,44757,625,6785,10093,27254,230135,56256
2013,MN,Minnesota,5422060,12710,114,2014,3674,6908,131193,22713
2013,MO,Missouri,6044917,26216,369,2305,5486,18056,189655,38797
2013,MS,Mississippi,2992206,8303,217,1024,2413,4649,81548,24969
2013,MT,Montana,1014864,2924,23,467,217,2217,26195,4122
2013,NC,North Carolina,9848917,33587,463,2524,9275,21325,305631,90182
2013,ND,North Dakota,723857,1979,16,355,161,1447,15356,2979
2013,NE,Nebraska,1868969,4949,56,847,1035,3011,49197,8945
2013,NH,New Hampshire,1322616,2952,21,778,645,1708,30409,5283
2013,NJ,New Jersey,8911502,25748,404,1189,12084,12071,167634,35883
2013,NM,New Mexico,2086895,12990,123,1565,1832,9470,78958,21828
2013,NV,Nevada,2791494,16888,163,1482,5183,10060,79177,23047
2013,NY,New York,19695680,77563,644,3548,27241,46130,358603,56444
2013,OH,Ohio,11572005,33722,478,4391,14483,14370,338414,91090
2013,OK,Oklahoma,3853118,17187,198,2314,3023,11652,126418,33512
2013,OR,Oregon,3928068,9536,82,1464,2394,5596,125083,20808
2013,PA,Pennsylvania,12781296,42825,611,3795,14739,23680,263176,52000
2013,RI,Rhode Island,1053354,2710,31,449,683,1547,25741,5621
2013,SC,South Carolina,4771929,24263,305,2233,3965,17760,173261,40930
2013,SD,South Dakota,845510,2733,18,507,156,2052,16274,3383
2013,TN,Tennessee,6497269,38063,335,2500,7333,27895,207683,51334
2013,TX,Texas,26505637,108757,1140,10456,31810,65351,862289,191062
2013,UT,Utah,2902787,6644,51,1522,1247,3824,88334,13727
2013,VA,Virginia,8270345,16355,320,2350,4574,9111,171558,26717
2013,VT,Vermont,626855,775,10,136,75,554,13882,3352
2013,WA,Washington,6973742,20223,167,2604,5829,11623,259139,58487
2013,WI,Wisconsin,5742953,16118,163,1836,4834,9285,125694,24358
2013,WV,West Virginia,1853595,5657,62,700,653,4242,39929,9908
2013,WY,Wyoming,583223,1212,17,204,74,917,12809,1956
2014,AK,Alaska,737046,4684,41,771,629,3243,20334,3150
2014,AL,Alabama,4846411,20727,276,2005,4702,13744,154087,39723
2014,AR,Arkansas,2966835,14248,175,1816,2037,10220,99452,24816
2014,AZ,Arizona,6728783,26422,311,3272,6225,16614,213406,43412
2014,CA,California,38792291,153763,1700,11578,48681,91804,947193,202669
2014,CO,Colorado,5355588,16487,150,3089,3037,10211,135789,23502
2014,CT,Connecticut,3594762,8575,89,794,3172,4520,69326,12017
2014,DC,District of Columbia,659836,8199,105,472,3497,4125,34147,3466
2014,DE,Delaware,935968,4568,50,390,1271,2857,27915,5765
2014,FL,Florida,19905569,91345,982,7132,21621,61610,583774,121379
2014,GA,Georgia,10097132,38955,607,3147,12786,22415,339146,78029
2014,HI,Hawaii,1420257,3362,20,548,952,1842,46022,7470
2014,IA,Iowa,3109481,8484,60,1150,1047,6227,65100,14363
2014,ID,Idaho,1634806,3439,32,645,203,2559,30440,6466
2014,IL,Illinois,12882189,47775,690,4329,15271,27485,269647,50759
2014,IN,Indiana,6597880,24105,333,2197,6894,14681,174909,36909
2014,KS,Kansas,2902507,10235,92,1483,1361,7299,80029,15921
2014,KY,Kentucky,4412617,9495,164,1556,3343,4432,99909,23426
2014,LA,Louisiana,4648990,23983,476,1382,5725,16400,161192,38541
2014,MA,Massachusetts,6755124,26689,133,2202,6077,18277,125481,24951
2014,MD,Maryland,5975346,26767,362,1632,9565,15208,150390,28134
2014,ME,Maine,1330256,1698,21,484,304,889,26427,5035
2014,MI,Michigan,9916306,42555,544,6364,8037,27610,202692,44328
2014,MN,Minnesota,5457125,12505,88,2001,3687,6729,125377,20773
2014,MO,Missouri,6063827,26882,404,2403,5592,18483,176436,35293
2014,MS,Mississippi,2993443,8331,259,1082,2405,4585,86887,23898
2014,MT,Montana,1023252,3361,38,558,202,2563,25525,3639
2014,NC,North Carolina,9940387,32718,498,2432,8411,21377,285498,79266
2014,ND,North Dakota,740040,2001,23,382,175,1421,15857,2751
2014,NE,Nebraska,1882980,5201,53,878,1044,3226,47526,7936
2014,NH,New Hampshire,1327996,2625,16,596,544,1469,26098,4191
2014,NJ,New Jersey,8938844,23319,352,1280,10499,11188,154945,31707
2014,NM,New Mexico,2085567,12465,101,1481,2086,8797,73877,18505
2014,NV,Nevada,2838281,18043,170,1357,5954,10562,74574,21924
2014,NY,New York,19748858,75972,616,6025,24036,45295,339113,50738
2014,OH,Ohio,11596998,33130,464,5228,12780,14658,322517,79466
2014,OK,Oklahoma,3879610,16052,180,1862,3073,10937,117445,29963
2014,OR,Oregon,3971202,10294,84,1620,2270,6320,123142,18690
2014,PA,Pennsylvania,12793767,40298,610,3839,13545,22304,246982,45718
2014,RI,Rhode Island,1054907,2320,26,366,530,1398,22982,4830
2014,SC,South Carolina,4829160,24038,322,2185,4018,17513,168281,37163
2014,SD,South Dakota,853304,2801,23,478,199,2101,16036,2817
2014,TN,Tennessee,6547779,39989,369,2595,7268,29757,200911,46798
2014,TX,Texas,26979078,109711,1192,11636,31021,65862,813515,168085
2014,UT,Utah,2944498,6464,66,1547,1313,3538,85473,11656
2014,VA,Virginia,8328098,16522,350,2416,4294,9462,161934,23210
2014,VT,Vermont,626767,643,10,117,72,444,9721,2092
2014,WA,Washington,7063166,20185,178,2780,5641,11586,261257,55381
2014,WI,Wisconsin,5759432,16763,159,1677,5101,9826,120535,21375
2014,WV,West Virginia,1848751,5850,84,594,655,4517,38282,9368
2014,WY,Wyoming,584304,1142,16,174,53,899,11477,1689
2015,AK,Alaska,737709,5391,59,900,761,3671,20806,3511
2015,AL,Alabama,4853875,22957,348,2037,4612,15960,144785,35265
2015,AR,Arkansas,2977853,15769,189,2008,2117,11455,97391,22851
2015,AZ,Arizona,6817565,27968,306,3109,6360,18193,207184,38010
2015,CA,California,38993940,166883,1861,12811,52862,99349,1024914,197404
2015,CO,Colorado,5448819,17348,173,3328,3315,10532,144044,23490
2015,CT,Connecticut,3584730,7938,116,798,2925,4099,65610,10286
2015,DC,District of Columbia,670377,8538,162,494,3746,4136,31444,2971
2015,DE,Delaware,944076,4760,62,361,1240,3097,25545,4797
2015,FL,Florida,20244914,93625,1041,7552,21137,63895,570270,109268
2015,GA,Georgia,10199398,38891,622,3257,12545,22467,316013,68149
2015,HI,Hawaii,1431603,4201,19,538,1085,1878,45389,6810
2015,IA,Iowa,3121997,8619,73,1205,1050,6291,64688,14977
2015,ID,Idaho,1652828,3593,32,703,191,2667,28912,6124
2015,IL,Illinois,12839047,49755,754,4926,15056,29019,256962,46846
2015,IN,Indiana,6612768,25373,370,2386,7081,15536,171878,34404
2015,KS,Kansas,2906721,11483,126,1684,1823,7850,80059,15619
2015,KY,Kentucky,4424611,9887,219,1644,3314,4710,97545,22526
2015,LA,Louisiana,4668960,25202,492,1733,5561,17416,157708,35457
2015,MA,Massachusetts,6784240,26453,131,2082,5266,18974,114547,21826
2015,MD,Maryland,5994983,28185,538,1717,10111,15819,142547,26432
2015,ME,Maine,1329453,1726,23,461,311,931,24361,4694
2015,MI,Michigan,9917715,41712,585,6710,7818,26599,191191,40375
2015,MN,Minnesota,5482435,13319,133,2321,3771,7094,121984,19299
2015,MO,Missouri,6076204,30292,503,2573,6383,20833,173788,34029
2015,MS,Mississippi,2989390,8190,253,1158,2312,4467,85785,25068
2015,MT,Montana,1032073,3647,38,572,210,2827,27276,3887
2015,NC,North Carolina,10035186,34734,517,2591,8821,22805,275915,74760
2015,ND,North Dakota,756835,1949,21,391,159,1378,17716,3296
2015,NE,Nebraska,1893765,5167,62,885,994,3226,42597,6443
2015,NH,New Hampshire,1330111,2692,15,644,475,1558,23453,3482
2015,NJ,New Jersey,8935421,22879,363,1373,9729,11414,145701,27960
2015,NM,New Mexico,2080328,13672,117,1663,2485,9407,77212,17084
2015,NV,Nevada,2883758,20118,178,1688,6287,11965,77137,22360
2015,NY,New York,19747183,75126,613,6141,23879,44493,317225,44117
2015,OH,Ohio,11605090,34373,522,5441,12617,15793,303743,69994
2015,OK,Oklahoma,3907414,16746,240,1953,3018,11535,114055,28783
2015,OR,Oregon,4024634,10680,110,1650,2163,6757,119752,18541
2015,PA,Pennsylvania,12791904,40348,665,4299,12965,22419,231941,39573
2015,RI,Rhode Island,1055607,2565,31,467,547,1520,20038,3938
2015,SC,South Carolina,4894834,24448,407,2439,3950,17652,162830,34942
2015,SD,South Dakota,857919,3302,33,500,215,2554,16739,2969
2015,TN,Tennessee,6595056,40816,418,2801,7499,30098,196047,43753
2015,TX,Texas,27429639,113193,1317,12323,31924,67629,779234,153067
2015,UT,Utah,2990632,7138,57,1704,1329,4048,89797,12606
2015,VA,Virginia,8367587,16705,390,2499,4459,9357,157803,21542
2015,VT,Vermont,626088,747,10,150,105,482,9064,2034
2015,WA,Washington,7160290,20505,218,2778,5450,12059,249474,51114
2015,WI,Wisconsin,5767891,17549,240,1805,5234,10270,114171,19602
2015,WV,West Virginia,1841053,6397,85,710,783,4819,38694,9467
2015,WY,Wyoming,586555,1300,16,171,59,1054,11151,1762
2016,AK,Alaska,741522,5966,52,1053,850,4011,24876,4053
2016,AL,Alabama,4860545,25878,407,1915,4687,18869,143259,34045
2016,AR,Arkansas,2988231,16563,217,2214,2125,12007,98092,23814
2016,AZ,Arizona,6908642,32542,389,3304,7045,21804,207317,38216
2016,CA,California,39296476,174796,1930,13702,54789,104375,1002070,188304
2016,CO,Colorado,5530105,19030,189,3635,3525,11681,152146,23825
2016,CT,Connecticut,3587685,8169,79,791,2711,4588,64875,10107
2016,DC,District of Columbia,684336,8236,136,533,3500,4067,32377,2361
2016,DE,Delaware,952698,4859,58,311,1359,3131,26370,5028
2016,FL,Florida,20656589,88700,1111,7598,20175,59816,553812,100325
2016,GA,Georgia,10313620,40268,682,3381,12114,24091,307305,62715
2016,HI,Hawaii,1428683,3452,35,601,985,1831,42353,5983
2016,IA,Iowa,3130869,9170,73,1278,1150,6669,65888,15306
2016,ID,Idaho,1680026,3876,49,719,213,2895,29357,6318
2016,IL,Illinois,12835726,56054,1061,5003,17829,32161,263256,48193
2016,IN,Indiana,6634007,26516,431,2449,7291,16345,168460,33567
2016,KS,Kansas,2907731,11665,132,1618,1757,8158,82293,14759
2016,KY,Kentucky,4436113,10452,265,1748,3371,5068,97713,20932
2016,LA,Louisiana,4686157,26477,555,1819,5575,18528,154511,34689
2016,MA,Massachusetts,6823721,25975,135,2141,5365,18334,106430,19204
2016,MD,Maryland,6024752,29019,536,1827,10815,15841,139716,24832
2016,ME,Maine,1330232,1649,20,413,268,948,21908,4001
2016,MI,Michigan,9933445,45782,612,7268,7123,30779,190249,39738
2016,MN,Minnesota,5525050,13365,101,2349,3730,7185,117723,18582
2016,MO,Missouri,6091176,31720,538,2557,6576,22049,170661,31716
2016,MS,Mississippi,2985415,8411,237,1282,2433,4459,82521,23489
2016,MT,Montana,1038656,3886,37,598,268,2983,28156,3966
2016,NC,North Carolina,10156689,37767,678,2847,9336,24906,277765,72082
2016,ND,North Dakota,755548,1905,16,356,181,1352,17451,3248
2016,NE,Nebraska,1907603,5661,49,1108,946,3558,43197,6459
2016,NH,New Hampshire,1335015,2668,19,609,431,1609,20323,2989
2016,NJ,New Jersey,8978416,21861,378,1454,8940,11089,138012,25229
2016,NM,New Mexico,2085432,14585,139,1527,2737,10182,81930,17280
2016,NV,Nevada,2939254,19924,228,1729,6338,11629,75922,18816
2016,NY,New York,19836286,74315,629,6281,22310,45095,305224,39850
2016,OH,Ohio,11622554,35759,683,5754,12574,16748,300945,67081
2016,OK,Oklahoma,3921207,17855,247,2100,3174,12334,118010,29376
2016,OR,Oregon,4085989,10983,116,1784,2307,6776,121716,16919
2016,PA,Pennsylvania,12787085,40389,674,4459,12314,22942,222394,35178
2016,RI,Rhode Island,1057566,2529,29,445,541,1514,18910,3650
2016,SC,South Carolina,4959822,25137,358,2491,4071,18217,161534,33149
2016,SD,South Dakota,861542,3636,28,526,274,2808,17207,3002
2016,TN,Tennessee,6649404,42459,495,2803,7829,31332,191199,40607
2016,TX,Texas,27904862,121064,1478,13446,33298,72842,769892,148796
2016,UT,Utah,3044321,7406,74,1560,1528,4244,90561,12938
2016,VA,Virginia,8414380,18495,482,2830,4826,10357,157292,20159
2016,VT,Vermont,623354,851,14,170,78,589,9705,1884
2016,WA,Washington,7280934,22101,195,3133,5649,13124,254994,49249
2016,WI,Wisconsin,5772917,17716,232,2005,4707,10772,111911,19498
2016,WV,West Virginia,1828637,6633,85,684,720,5144,37282,9127
2016,WY,Wyoming,584910,1431,20,206,59,1146,11460,1771
2017,AK,Alaska,739786,6338,62,1074,952,4250,26203,4167
2017,AL,Alabama,4875120,25469,419,2001,4233,18816,143774,31270
2017,AR,Arkansas,3002997,16996,249,2140,1998,12609,94419,22369
2017,AZ,Arizona,7048876,35647,422,3622,7440,24163,204999,37722
2017,CA,California,39399349,178597,1830,14724,56625,105418,987063,176679
2017,CO,Colorado,5615902,20901,222,4021,3868,12790,152032,22618
2017,CT,Connecticut,3573880,8190,105,850,2813,4422,63646,8906
2017,DC,District of Columbia,695691,6976,116,444,2625,3791,29736,1809
2017,DE,Delaware,957078,4377,51,351,1082,2893,23430,3960
2017,FL,Florida,20976812,85606,1057,7936,18597,58016,527125,88835
2017,GA,Georgia,10413055,37118,681,2646,9844,23947,297651,55363
2017,HI,Hawaii,1424203,3577,39,567,1077,1894,40392,5549
2017,IA,Iowa,3143637,9038,98,1305,1269,6366,65652,14711
2017,ID,Idaho,1718904,4111,42,755,222,3092,28557,5837
2017,IL,Illinois,12786196,55777,983,5424,17731,31639,255108,43355
2017,IN,Indiana,6660082,26307,413,2612,7035,16247,158932,29799
2017,KS,Kansas,2910689,11654,134,1504,1633,8383,79387,13102
2017,KY,Kentucky,4453874,10292,265,1817,2967,5243,95899,20535
2017,LA,Louisiana,4670818,25986,576,1850,5385,18175,157272,34135
2017,MA,Massachusetts,6863246,24318,172,2199,4874,17073,97977,16916
2017,MD,Maryland,6024891,30321,558,1712,11189,16862,134705,23526
2017,ME,Maine,1335063,1610,23,470,249,868,20142,3337
2017,MI,Michigan,9976447,44883,569,7110,6508,30696,179839,35833
2017,MN,Minnesota,5568155,13345,114,2405,3627,7199,122430,18828
2017,MO,Missouri,6108612,32450,599,2737,6362,22752,173380,30086
2017,MS,Mississippi,2989663,7661,190,658,2492,4321,82764,22449
2017,MT,Montana,1053090,3937,41,639,234,3023,27294,3623
2017,NC,North Carolina,10270800,38043,622,1944,9884,25593,265483,65247
2017,ND,North Dakota,755176,2133,10,406,183,1534,16653,2947
2017,NE,Nebraska,1917575,5979,42,1191,1020,3726,43856,6513
2017,NH,New Hampshire,1349767,2642,13,619,441,1569,18550,2554
2017,NJ,New Jersey,8888543,20604,324,1505,7895,10880,140086,23891
2017,NM,New Mexico,2093395,16300,144,1244,3732,11180,81865,17872
2017,NV,Nevada,2972405,16663,266,1896,4841,9660,78320,20049
2017,NY,New York,19590719,70746,550,6297,20122,43777,293390,34928
2017,OH,Ohio,11664129,34621,741,5833,11224,16823,280557,57521
2017,OK,Oklahoma,3932640,17989,243,2220,3007,12519,113611,28749
2017,OR,Oregon,4146592,11629,105,1992,2474,7058,122524,17415
2017,PA,Pennsylvania,12790447,40030,742,4216,11777,23295,210316,31925
2017,RI,Rhode Island,1056486,2474,21,454,474,1525,18585,3219
2017,SC,South Carolina,5021219,25412,380,2576,3884,18572,160368,31165
2017,SD,South Dakota,873286,3753,27,575,264,2887,16588,2835
2017,TN,Tennessee,6708794,43940,538,3028,7867,32507,198028,38819
2017,TX,Texas,28322717,123984,1405,14536,32120,75923,723143,133458
2017,UT,Utah,3103118,7515,74,1758,1498,4185,86201,11780
2017,VA,Virginia,8465207,17811,470,3026,4331,9984,152515,18524
2017,VT,Vermont,624525,1082,17,254,100,711,9339,1945
2017,WA,Washington,7425432,22483,226,3300,5386,13571,235206,43687
2017,WI,Wisconsin,5792051,18638,192,2177,4370,11899,104908,17570
2017,WV,West Virginia,1817048,6564,98,793,673,5000,32560,7557
2017,WY,Wyoming,578934,1358,14,253,98,993,10528,1556
2018,AK,Alaska,735139,6555,47,1212,896,4400,24345,3985
2018,AL,Alabama,4887681,25567,383,2032,4047,19105,138702,29101
2018,AR,Arkansas,3009733,16904,222,2341,1593,12748,89177,19520
2018,AZ,Arizona,7158024,34053,383,3605,6509,23556,192730,31787
2018,CA,California,39461588,176604,1739,15506,54328,105031,941644,164645
2018,CO,Colorado,5691287,22851,215,4328,3781,14527,154292,21757
2018,CT,Connecticut,3571520,7485,86,873,2205,4321,59356,7983
2018,DC,District of Columbia,701547,6995,160,450,2415,3970,30726,1788
2018,DE,Delaware,965479,4079,46,334,861,2838,22405,3154
2018,FL,Florida,21244317,81980,1107,8438,16884,55551,486017,71933
2018,GA,Georgia,10511131,35619,647,2798,8499,23675,277803,46816
2018,HI,Hawaii,1420593,3622,40,709,951,1922,41027,5709
