Missouri,61726.0,56885.0,55016.0,59196.0,56630.0,46303.0,50311.0,49764.0,45774.0,45817.0,48769.0,46038.0,46005.0,44579.0,42986.0,42137.0,43762.0,42776.0,41339.0,45097.0,41383.0,40201.0,36553.0,34265.0,34825.0,30190.0,28682.0,27361.0,27926.0,27332.0,26497.0,23443.0,23720.0,21925.0,21939.0,20775.0
Montana,57679.0,59087.0,57075.0,51395.0,51102.0,43201.0,44132.0,45088.0,40277.0,41280.0,40437.0,42900.0,43655.0,41105.0,37313.0,33956.0,34108.0,34835.0,32126.0,32777.0,31038.0,31577.0,29212.0,28684.0,27757.0,27631.0,26470.0,26525.0,24827.0,23375.0,23692.0,22231.0,20474.0,20328.0,20236.0,19536.0
Nebraska,67575.0,59619.0,59374.0,60474.0,56870.0,57623.0,53774.0,52196.0,55616.0,52504.0,49595.0,50728.0,49174.0,48145.0,47923.0,43786.0,43974.0,42796.0,43611.0,41750.0,38626.0,36413.0,34692.0,34014.0,32929.0,31794.0,31008.0,30048.0,29549.0,27482.0,26319.0,25159.0,23268.0,21772.0,21799.0,21397.0
Nevada,61864.0,56550.0,55431.0,52008.0,49875.0,51846.0,45369.0,47333.0,47043.0,51200.0,51434.0,54744.0,54058.0,52282.0,48209.0,47204.0,45184.0,44958.0,45403.0,45758.0,41461.0,39756.0,38854.0,38540.0,36084.0,35871.0,35814.0,31908.0,32937.0,32023.0,29340.0,27983.0,26878.0,26217.0,23274.0,25776.0
New Hampshire,81346.0,74801.0,76260.0,75675.0,73397.0,69099.0,71322.0,67819.0,65880.0,66633.0,64131.0,66176.0,67576.0,61970.0,56984.0,56815.0,55567.0,55321.0,51331.0,50926.0,46055.0,44958.0,40998.0,39407.0,39171.0,35245.0,37964.0,39436.0,36032.0,40805.0,37532.0,34625.0,32338.0,30548.0,26403.0,25914.0
New Jersey,74176.0,72997.0,68468.0,68357.0,65243.0,63754.0,61782.0,66692.0,62338.0,62968.0,64777.0,65306.0,60508.0,68059.0,63368.0,55275.0,56045.0,54568.0,51771.0,50405.0,49734.0,49826.0,48021.0,47468.0,43924.0,42280.0,40500.0,39000.0,40049.0,38734.0,39120.0,36287.0,34241.0,31715.0,30980.0,27776.0
New Mexico,48283.0,47855.0,48451.0,45119.0,46686.0,40166.0,42127.0,43424.0,41982.0,45134.0,43542.0,42102.0,44356.0,40028.0,38947.0,39562.0,35105.0,35457.0,33124.0,35093.0,32574.0,31543.0,30086.0,25086.0,25991.0,26905.0,26758.0,25860.0,26540.0,25039.0,22602.0,19296.0,20758.0,19845.0,20423.0,20630.0
New York,67274.0,62447.0,61437.0,58005.0,54310.0,49966.0,53843.0,47680.0,50636.0,49781.0,50216.0,50461.0,48944.0,48222.0,47176.0,44649.0,42788.0,41966.0,42114.0,40744.0,39989.0,37394.0,35798.0,35410.0,33028.0,31899.0,31697.0,31051.0,31794.0,31591.0,31496.0,28915.0,26384.0,25025.0,23639.0,22027.0
North Carolina,53369.0,50343.0,53764.0,50797.0,46784.0,46337.0,41208.0,41553.0,45206.0,43830.0,41906.0,42930.0,43513.0,39797.0,42056.0,40238.0,37279.0,36515.0,38162.0,38317.0,37254.0,35838.0,35840.0,35601.0,31979.0,30114.0,28820.0,27771.0,26853.0,26329.0,26406.0,24415.0,22760.0,21861.0,21451.0,20569.0
North Dakota,66505.0,59886.0,60184.0,57415.0,60730.0,59152.0,52888.0,55766.0,56361.0,51006.0,50075.0,49631.0,47205.0,41047.0,42192.0,39220.0,40410.0,36200.0,35793.0,35996.0,32663.0,30304.0,31661.0,31470.0,29089.0,28278.0,28118.0,26959.0,25892.0,25264.0,25229.0,24092.0,22576.0,21508.0,21205.0,20771.0
Ohio,61633.0,59768.0,53985.0,53301.0,49644.0,50748.0,46398.0,44375.0,44648.0,45886.0,45879.0,46934.0,49099.0,45900.0,44203.0,43055.0,43520.0,42684.0,41785.0,42962.0,39489.0,38925.0,36134.0,34070.0,34941.0,31855.0,31285.0,31404.0,29790.0,30013.0,29021.0,27740.0,25773.0,25115.0,25174.0,23123.0
Oklahoma,54434.0,55006.0,50943.0,47077.0,47199.0,46162.0,43777.0,48407.0,48455.0,43103.0,45878.0,46111.0,43216.0,38838.0,37645.0,39614.0,35902.0,36458.0,35609.0,32432.0,32683.0,33727.0,31351.0,27437.0,26311.0,26991.0,26260.0,25284.0,25462.0,24384.0,23667.0,23667.0,21691.0,20948.0,21205.0,21148.0
Oregon,69165.0,64610.0,59135.0,60834.0,58875.0,48999.0,56307.0,51775.0,51526.0,50602.0,49098.0,51727.0,50236.0,47091.0,44159.0,40994.0,41638.0,41802.0,41273.0,42499.0,40619.0,39067.0,37247.0,35492.0,36374.0,31456.0,33138.0,31927.0,30190.0,29281.0,28529.0,27748.0,25038.0,24773.0,21894.0,21399.0
Pennsylvania,64524.0,63173.0,60979.0,60389.0,55173.0,55156.0,53952.0,51904.0,49910.0,48314.0,48172.0,51402.0,48437.0,48477.0,46300.0,44106.0,42933.0,42498.0,43499.0,42176.0,37758.0,39015.0,37517.0,34899.0,34524.0,32066.0,30995.0,29882.0,30367.0,29005.0,28690.0,26742.0,25424.0,23807.0,22877.0,20346.0
Rhode Island,62266.0,66390.0,61528.0,55701.0,58633.0,56323.0,57812.0,56065.0,49033.0,51623.0,51634.0,53241.0,54210.0,53736.0,49484.0,47935.0,44711.0,42417.0,45723.0,42197.0,42719.0,40686.0,34797.0,36986.0,35359.0,31928.0,33509.0,30432.0,30836.0,31968.0,30124.0,29842.0,28292.0,26540.0,24625.0,21612.0
South Carolina,57444.0,54971.0,54336.0,46360.0,44929.0,43563.0,43749.0,44401.0,40084.0,41698.0,41101.0,42155.0,44213.0,39617.0,40230.0,38691.0,38479.0,37812.0,37736.0,37570.0,36462.0,33267.0,34262.0,34665.0,29071.0,29846.0,26053.0,27578.0,27463.0,28735.0,23798.0,25533.0,25049.0,21968.0,20036.0,20309.0
South Dakota,59463.0,56894.0,57450.0,55065.0,53053.0,53413.0,54453.0,49415.0,47223.0,45352.0,45826.0,51600.0,46418.0,45427.0,43151.0,41107.0,39522.0,37873.0,39671.0,36475.0,35828.0,32786.0,29694.0,29526.0,29578.0,29733.0,27737.0,26259.0,24639.0,24571.0,24108.0,22294.0,21151.0,19898.0,18142.0,19409.0
Tennessee,56060.0,55240.0,51344.0,47330.0,43716.0,43361.0,42499.0,42995.0,42279.0,38591.0,40517.0,39702.0,41195.0,40693.0,39406.0,38072.0,37523.0,37030.0,35783.0,34096.0,36522.0,34091.0,30636.0,30790.0,29015.0,28639.0,25102.0,24318.0,24453.0,22592.0,22611.0,20856.0,21179.0,18256.0,17778.0,16782.0
Texas,59785.0,59295.0,58146.0,56473.0,53875.0,51406.0,53027.0,51926.0,49047.0,47266.0,47475.0,46490.0,46053.0,43307.0,41422.0,41397.0,39271.0,40149.0,40860.0,38609.0,38688.0,35783.0,35075.0,33072.0,32039.0,30755.0,28727.0,27953.0,27733.0,28228.0,25886.0,24963.0,24721.0,24162.0,23743.0,23024.0
Utah,77067.0,71319.0,67481.0,66258.0,63383.0,61047.0,62967.0,58341.0,55493.0,56701.0,58491.0,62537.0,53529.0,54628.0,54813.0,50871.0,49275.0,47861.0,47342.0,47550.0,46050.0,44299.0,42775.0,37038.0,36480.0,35716.0,35786.0,34251.0,28016.0,30142.0,30717.0,26313.0,26529.0,26281.0,25238.0,23057.0
Vermont,70066.0,63805.0,60837.0,59494.0,60708.0,65513.0,54842.0,55582.0,51862.0,55928.0,52318.0,50706.0,47390.0,51981.0,50704.0,47329.0,43261.0,42999.0,40794.0,39594.0,41584.0,39372.0,35053.0,32358.0,33824.0,35802.0,31065.0,32755.0,29155.0,31098.0,31295.0,28988.0,25415.0,24599.0,26000.0,22578.0
Virginia,77151.0,71293.0,66451.0,61486.0,66155.0,65907.0,67620.0,64632.0,62616.0,60367.0,60501.0,61985.0,59161.0,57119.0,51914.0,51141.0,54783.0,49631.0,50241.0,47163.0,45693.0,43354.0,42957.0,39211.0,36222.0,37647.0,36433.0,38198.0,36137.0,35073.0,34118.0,32648.0,29996.0,29715.0,28429.0,26525.0
Washington,79726.0,75418.0,70310.0,67243.0,59068.0,63922.0,60106.0,62187.0,56850.0,56163.0,60392.0,56631.0,58080.0,54723.0,50646.0,49922.0,47508.0,45183.0,42490.0,42525.0,45473.0,47421.0,44562.0,36676.0,35568.0,33533.0,35655.0,33900.0,33970.0,32112.0,31961.0,32327.0,27319.0,26881.0,24000.0,25017.0
West Virginia,50573.0,45392.0,44354.0,42824.0,39552.0,43069.0,40241.0,43553.0,41821.0,42777.0,40490.0,37994.0,42091.0,38419.0,36445.0,33373.0,32763.0,29359.0,29673.0,29411.0,29297.0,26704.0,27488.0,25247.0,24880.0,23564.0,22421.0,20271.0,23147.0,22137.0,21677.0,19353.0,17207.0,16464.0,15983.0,16843.0
Wisconsin,62629.0,63451.0,59817.0,55425.0,58080.0,51726.0,55258.0,53079.0,52058.0,50351.0,51237.0,51200.0,51277.0,51692.0,44650.0,45732.0,46269.0,45903.0,45346.0,45088.0,45667.0,41327.0,39595.0,40001.0,40955.0,35388.0,31766.0,33308.0,31133.0,30711.0,29123.0,29575.0,26369.0,26430.0,23246.0,20743.0
Wyoming,62539.0,57837.0,57829.0,60925.0,55690.0,67441.0,55700.0,57512.0,54509.0,52201.0,52470.0,53337.0,48744.0,47041.0,44718.0,45397.0,42555.0,39763.0,39719.0,39629.0,37248.0,35250.0,33423.0,30953.0,31529.0,33140.0,29442.0,30209.0,29050.0,29460.0,29521.0,26419.0,27590.0,23559.0,22081.0,23816.0
